Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S,FamilySize,IsAlone
0,3,0,-0.33518693111100106,1,0,-0.3158749827375353,0,0,1,1,0
0,3,0,-0.10463740114712752,0,0,-0.5646970191586081,1,0,0,0,1
0,3,0,-0.10463740114712752,0,0,-0.5111679285810251,0,0,1,0,1
1,1,1,-0.5657364610748746,0,1,0.5594138829706359,0,0,1,1,0
0,2,1,0.6638610320657843,0,0,-0.4288154815385896,0,0,1,0,1
1,3,1,-0.10463740114712752,0,0,-0.5493041703428477,0,1,0,0,1
1,3,1,-0.10463740114712752,0,0,-0.5493041703428477,0,1,0,0,1
0,3,0,0.8175607187083667,1,4,-0.07822934984365013,0,0,1,5,0
0,2,0,-0.027787557825836348,1,0,-0.08244579513222278,1,0,0,1,0
0,3,1,1.2018099353148226,0,1,-0.3945992162559869,1,0,0,1,0
0,3,0,0.4333115021019107,0,0,-0.5688146415107299,0,0,1,0,1
0,3,0,-0.10463740114712752,1,0,-0.36999230507970715,0,1,0,1,0
0,3,0,0.04906228549545483,0,0,-0.5641087873940193,0,0,1,0,1
1,1,1,2.3545575851341902,1,0,1.0358816122875838,1,0,0,1,0
1,3,1,-0.10463740114712752,0,0,-0.5645981962221572,1,0,0,0,1
1,3,1,-0.10463740114712752,0,0,-0.5523441521022427,0,1,0,0,1
1,1,1,-0.41203677443229225,0,0,0.8958824523154435,1,0,0,0,1
1,1,0,-0.33518693111100106,1,0,0.5698067617873912,1,0,0,1,0
0,3,0,-0.8731358343600393,1,0,-0.581854563268135,0,0,1,1,0
0,3,0,-0.7962859910387481,0,0,-0.5452853709271769,0,0,1,0,1
0,1,0,-0.5657364610748746,0,0,2.456656616715439,1,0,0,0,1
0,3,1,-2.025883484179407,3,1,-0.23881662157639924,0,0,1,4,0
1,1,1,-0.10463740114712752,1,0,1.1987229881422372,1,0,0,1,0
1,3,1,-0.5657364610748746,0,0,-0.5641087873940193,0,0,1,0,1
0,1,0,-0.1814872444684187,0,2,4.241744729296679,1,0,0,2,0
0,3,0,-0.719436147717457,0,0,-0.6402848009082721,1,0,0,0,1
0,3,0,-0.7962859910387481,0,0,-0.551755920337654,0,0,1,0,1
1,1,1,0.9712604053509489,0,0,4.618801290398115,1,0,0,0,1
1,3,1,-2.1795831708219895,0,2,-0.36430528037966237,1,0,0,2,0
0,3,0,0.20276197213803718,0,0,-0.548226529750121,0,0,1,0,1
1,1,1,0.4333115021019107,1,0,0.4888260712199769,0,0,1,1,0
0,3,0,-0.10463740114712752,0,0,-0.5489135844511608,0,0,1,0,1
0,2,0,-0.8731358343600393,0,0,0.994705388766366,0,0,1,0,1
0,3,0,-2.1795831708219895,5,2,0.36882679124385664,0,0,1,7,0
1,2,1,0.5101613454232019,0,0,-0.4288154815385896,0,0,1,0,1
0,3,0,-0.10463740114712752,0,0,-0.5528335609303807,0,1,0,0,1
1,2,1,-0.9499856776813305,0,0,-0.4523447521221426,1,0,0,0,1
1,1,0,0.5101613454232019,1,2,2.08881647090158,0,0,1,3,0
1,3,0,-0.6425863043961658,0,0,-0.5512665115095161,0,0,1,0,1
0,3,0,-0.10463740114712752,2,0,-0.548226529750121,0,0,1,2,0
1,1,1,-0.48888661775358344,1,0,1.9305821262271863,1,0,0,1,0
1,3,1,-0.41203677443229225,0,2,-0.3417571803794436,0,0,1,2,0
0,3,0,-0.5657364610748746,0,0,-0.5512665115095161,0,0,1,0,1
0,3,1,0.12591212881674602,0,0,-0.5498924021074366,0,0,1,0,1
0,2,0,1.2786597786361138,0,0,-0.12293496395240078,0,0,1,0,1
0,2,0,-0.48888661775358344,0,0,-0.4876386579974721,0,0,1,0,1
1,2,1,-0.10463740114712752,0,0,-0.4370507262428331,0,0,1,0,1
1,3,0,0.7407108753870755,0,0,-0.548226529750121,0,0,1,0,1
0,3,0,-0.2583370877897099,0,0,-0.5452853709271769,0,0,1,0,1
0,3,1,-0.6425863043961658,1,0,-0.5035209156413704,0,0,1,1,0
0,3,0,-0.10463740114712752,1,0,-0.3617570603754636,0,0,1,1,0
0,3,1,-0.719436147717457,0,0,-0.5308736926947507,0,0,1,0,1
0,2,0,0.35646165878061953,1,0,-0.2405813168701657,0,0,1,1,0
0,3,0,1.6629089952425695,0,0,-0.5523441521022427,0,0,1,0,1
1,2,0,-2.025883484179407,1,1,-0.2935221756831599,0,0,1,2,0
0,3,0,-0.6425863043961658,0,0,-0.551755920337654,0,0,1,0,1
0,3,1,-0.10463740114712752,3,1,-0.1354831239546096,0,0,1,4,0
0,3,0,-0.10463740114712752,0,0,-0.5489135844511608,0,0,1,0,1
0,3,0,-0.10463740114712752,0,0,-0.573325202681597,0,1,0,0,1
1,1,1,0.27961181545932834,1,0,1.3829383533949904,0,1,0,1,0
0,2,0,-0.10463740114712752,0,0,-0.7346959991247785,0,0,1,0,1
1,3,0,1.1249600919935314,0,0,-0.548226529750121,0,0,1,0,1
0,3,1,-0.10463740114712752,0,0,-0.5452853709271769,0,0,1,0,1
1,2,1,0.35646165878061953,1,1,0.03000529484069365,0,0,1,2,0
1,2,1,-0.8731358343600393,0,2,-0.4288154815385896,0,0,1,2,0
0,2,0,0.04906228549545483,0,0,-0.4288154815385896,0,0,1,0,1
0,3,1,-1.4879345809303688,0,2,-0.16646411453197382,0,0,1,2,0
0,3,0,-0.10463740114712752,0,0,-0.5489135844511608,1,0,0,0,1
0,3,0,-0.6425863043961658,0,0,-0.5527370909209881,0,1,0,0,1
0,3,0,-0.027787557825836348,0,0,-0.5494029932792986,0,0,1,0,1
0,3,1,-0.10463740114712752,1,1,-0.3958745027216154,0,0,1,2,0
0,3,0,-0.8731358343600393,1,1,-0.2591106174547137,0,0,1,2,0
0,3,0,-0.10463740114712752,0,0,-0.5641087873940193,0,0,1,0,1
1,2,1,-0.10463740114712752,1,0,-0.12293496395240078,0,0,1,1,0
1,2,1,-0.7962859910387481,0,0,-0.12293496395240078,0,0,1,0,1
0,3,0,-0.10463740114712752,0,0,-0.5523441521022427,0,1,0,0,1
1,3,0,0.20276197213803718,0,0,-0.5452853709271769,0,0,1,0,1
1,1,0,-0.10463740114712752,0,0,-0.10999386513144661,0,0,1,0,1
1,3,1,-0.10463740114712752,1,0,-0.3558747427295753,0,0,1,1,0
1,2,1,0.9712604053509489,1,0,-0.12293496395240078,0,0,1,1,0
0,3,0,-0.9499856776813305,0,0,-0.5670499462169634,0,0,1,0,1
0,1,0,1.5860591519212783,1,0,0.5805902264958336,0,0,1,1,0
1,1,1,-1.180535207645204,1,2,2.08881647090158,0,0,1,3,0
0,3,1,-0.6425863043961658,2,2,0.0741226771848555,0,0,1,4,0
1,2,1,-0.41203677443229225,2,3,-0.2935221756831599,0,0,1,5,0
0,1,0,2.661956958419355,1,4,5.124238728242953,0,0,1,5,0
0,2,0,0.12591212881674602,0,0,-0.4876386579974721,0,0,1,0,1
1,2,1,1.2018099353148226,1,1,-0.11705264630651252,0,0,1,2,0
0,3,0,-0.719436147717457,0,0,-0.5111679285810251,0,0,1,0,1
0,3,0,-0.33518693111100106,1,0,-0.551755920337654,0,0,1,1,0
1,2,1,-0.10463740114712752,0,0,-0.4288154815385896,0,0,1,0,1
1,3,0,-0.10463740114712752,0,0,-0.5438147915157048,0,0,1,0,1
1,1,0,-1.949033640858116,0,2,1.191370091084877,0,0,1,2,0
1,2,1,-1.2573850509664952,0,1,-0.2758752227454952,0,0,1,1,0
1,1,0,0.35646165878061953,0,0,-0.10999386513144661,0,0,1,0,1
1,3,1,-1.8721837975368247,2,1,-0.28156224744554,1,0,0,3,0
1,1,0,1.7397588385638607,0,0,-0.017053246326412325,0,0,1,0,1
0,2,0,0.5101613454232019,1,2,-0.08175874043118304,0,0,1,3,0
0,3,0,-0.10463740114712752,1,0,-0.26489411216415104,0,0,1,1,0
0,1,0,0.04906228549545483,0,0,-0.08175874043118304,1,0,0,0,1
1,1,0,1.5092093085999871,1,0,1.3618608328062438,1,0,0,1,0
0,3,0,-0.10463740114712752,0,0,-0.5452853709271769,0,0,1,0,1
1,3,0,-0.027787557825836348,0,0,-0.5489135844511608,1,0,0,0,1
0,1,0,2.738806801740646,0,0,-0.10999386513144661,0,0,1,0,1
1,1,1,-0.10463740114712752,1,0,0.4855907965147383,0,0,1,1,0
1,2,1,1.5860591519212783,0,0,-0.4876386579974721,0,0,1,0,1
0,3,0,-0.10463740114712752,0,0,-0.5523441521022427,0,1,0,0,1
1,1,0,1.432359465278696,0,0,-0.10999386513144661,0,0,1,0,1
0,3,0,0.35646165878061953,0,0,-0.5452853709271769,0,0,1,0,1
0,1,0,1.3555096219574048,0,0,0.17118091834201157,0,0,1,0,1
0,2,0,1.432359465278696,0,0,-0.4288154815385896,0,0,1,0,1
0,3,0,-0.10463740114712752,0,0,-0.5452853709271769,0,0,1,0,1
0,3,0,0.6638610320657843,0,0,-0.5688146415107299,0,0,1,0,1
0,2,0,-0.10463740114712752,0,0,-0.7346959991247785,0,0,1,0,1
0,1,0,2.0471582118490255,0,0,-0.10999386513144661,0,0,1,0,1
0,3,0,-0.10463740114712752,0,0,-0.5529323838668316,0,1,0,0,1
1,3,1,-2.1987956316523123,2,1,-0.28156224744554,1,0,0,3,0
0,3,0,-0.10463740114712752,0,0,-0.5641087873940193,0,0,1,0,1
0,3,0,0.6638610320657843,0,0,-0.5308736926947507,0,0,1,0,1
1,2,1,0.27961181545932834,1,2,-0.08175874043118304,0,0,1,3,0
1,2,1,-0.48888661775358344,0,0,-0.41018735801759065,1,0,0,0,1
0,3,1,-0.5657364610748746,0,0,-0.5032267997590759,0,0,1,0,1
0,1,0,-0.10463740114712752,0,0,0.4888260712199769,0,0,1,0,1
0,2,0,0.35646165878061953,1,0,-0.2405813168701657,0,0,1,1,0
0,3,0,-0.027787557825836348,1,0,-0.5689134644471808,0,0,1,1,0
0,3,0,-0.5657364610748746,0,0,-0.5577370609199931,0,0,1,0,1
1,3,1,-2.1027333275006983,0,1,-0.44558008682937117,0,0,1,1,0
0,3,0,-1.56478442425166,5,2,0.36882679124385664,0,0,1,7,0
0,2,0,-0.10463740114712752,0,0,-0.7346959991247785,0,0,1,0,1
0,3,0,1.5860591519212783,0,0,-0.5452853709271769,0,0,1,0,1
1,3,1,2.585107115098064,0,0,-0.5091091174049641,0,0,1,0,1
1,1,0,-0.33518693111100106,1,0,1.4083311422087608,1,0,0,1,0
0,3,1,-0.10463740114712752,3,1,-0.1354831239546096,0,0,1,4,0
1,1,1,0.4333115021019107,1,0,1.3829383533949904,0,0,1,1,0
0,1,0,2.200857898491608,0,0,-0.03587666279325473,1,0,0,0,1
0,3,0,0.04906228549545483,0,0,-0.5452853709271769,0,0,1,0,1
1,3,0,-1.56478442425166,1,1,-0.36058059684628596,0,0,1,2,0
0,3,0,-0.10463740114712752,1,0,-0.26489411216415104,0,0,1,1,0
0,3,0,-0.6425863043961658,0,0,-0.5641087873940193,0,0,1,0,1
0,1,0,1.9703083685277343,0,0,-0.017053246326412325,0,0,1,0,1
0,1,0,3.1999058616683933,0,0,0.4301017176975453,1,0,0,0,1
0,3,0,-0.6425863043961658,0,0,-0.5452853709271769,0,0,1,0,1
0,3,0,-0.10463740114712752,0,0,-0.39450274624659437,1,0,0,0,1
1,1,1,1.893458525206443,1,0,1.106862362856988,1,0,0,1,0
0,3,0,-0.10463740114712752,0,0,-0.3794040133131284,0,0,1,0,1
0,1,1,-0.33518693111100106,1,2,2.831164957812677,0,0,1,3,0
0,3,0,-0.41203677443229225,0,0,-0.5512665115095161,0,0,1,0,1
0,3,0,-0.9499856776813305,0,0,-0.5308736926947507,0,0,1,0,1
0,3,1,-0.6425863043961658,0,0,-0.5523441521022427,0,1,0,0,1
0,3,1,-0.10463740114712752,0,0,-0.5551864879887359,0,1,0,0,1
0,3,1,0.5870111887444931,0,0,-0.5091091174049641,0,0,1,0,1
1,1,1,-1.0268355210026217,0,0,1.3005859063525549,0,0,1,0,1
0,1,0,-0.8731358343600393,1,0,1.827641567424142,1,0,0,1,0
1,2,1,0.27961181545932834,0,2,-0.12293496395240078,0,0,1,2,0
1,1,0,-0.10463740114712752,0,0,-0.10999386513144661,0,0,1,0,1
0,3,0,-0.10463740114712752,0,0,-0.20469917923024744,0,0,1,0,1
1,3,0,-0.2583370877897099,0,0,0.5946089659095145,0,0,1,0,1
1,3,0,-0.027787557825836348,0,0,-0.5523441521022427,0,1,0,0,1
0,3,0,-0.10463740114712752,0,0,-0.5452853709271769,0,0,1,0,1
1,1,0,0.5101613454232019,0,0,-0.11617029865962926,0,0,1,0,1
1,1,1,1.893458525206443,1,0,0.662942673538269,1,0,0,1,0
0,3,0,-0.41203677443229225,0,0,-0.558325292684582,0,0,1,0,1
0,1,0,1.3555096219574048,0,0,0.06578860954416106,0,0,1,0,1
1,2,1,0.35646165878061953,0,0,-0.4876386579974721,0,0,1,0,1
0,3,0,-0.10463740114712752,0,0,-0.16646411453197382,0,1,0,0,1
1,2,1,0.5101613454232019,1,0,-0.12293496395240078,0,0,1,1,0
0,3,0,0.20276197213803718,0,0,-0.5489135844511608,0,0,1,0,1
1,1,1,0.04906228549545483,0,0,1.4652908004374259,0,0,1,0,1
0,3,0,-0.5657364610748746,0,0,-0.5489135844511608,0,0,1,0,1
0,3,0,-0.10463740114712752,0,0,-0.5646970191586081,1,0,0,0,1
1,1,1,1.1249600919935314,0,1,0.6295122858931569,1,0,0,1,0
0,3,0,-0.10463740114712752,0,0,-0.5645981962221572,1,0,0,0,1
0,3,0,0.8559856403690123,0,0,-0.5523441521022427,0,1,0,0,1
1,2,1,1.5860591519212783,0,0,-0.4876386579974721,0,0,1,0,1
0,1,0,-0.10463740114712752,0,0,4.483606807479136,0,0,1,0,1
0,3,0,0.7407108753870755,0,0,-0.548226529750121,0,0,1,0,1
0,2,0,-0.48888661775358344,2,1,-0.4641093874139191,0,0,1,3,0
1,2,1,-2.1027333275006983,1,1,-0.12293496395240078,0,0,1,2,0
0,3,0,-0.10463740114712752,0,0,-0.5645981962221572,1,0,0,0,1
0,3,0,-0.9499856776813305,1,1,-0.5645981962221572,1,0,0,2,0
1,3,1,-0.10463740114712752,0,2,-0.20862150863652568,1,0,0,2,0
0,3,1,0.04906228549545483,0,0,-0.5308736926947507,0,0,1,0,1
1,2,1,-1.7184841108942424,0,2,-0.11705264630651252,0,0,1,2,0
0,1,0,1.2018099353148226,0,0,-0.10999386513144661,0,0,1,0,1
1,1,1,0.04906228549545483,0,0,1.7694066227298482,1,0,0,0,1
0,3,0,-0.10463740114712752,0,0,-0.3935215756632601,0,0,1,0,1
1,1,1,-0.5657364610748746,0,2,0.43000289476109443,1,0,0,2,0
1,1,1,0.5101613454232019,0,2,0.9358822123074836,0,0,1,2,0
0,3,1,-1.56478442425166,4,2,0.0011819383758412065,0,0,1,6,0
0,3,1,-1.4110847376090776,4,2,0.0011819383758412065,0,0,1,6,0
1,2,0,0.20276197213803718,1,0,-0.12293496395240078,0,0,1,1,0
0,1,0,1.5860591519212783,1,0,1.7694066227298482,1,0,0,1,0
0,1,0,2.661956958419355,0,0,-0.12293496395240078,0,0,1,0,1
1,2,1,-0.7962859910387481,1,0,-0.12293496395240078,0,0,1,1,0
1,2,0,-0.10463740114712752,0,0,-0.40852148566027513,1,0,0,0,1
0,3,0,0.27961181545932834,1,1,-0.2517577203973534,0,0,1,2,0
1,2,0,-1.6416342675729512,1,1,0.13000469482079385,0,0,1,2,0
1,1,0,-0.9499856776813305,0,2,1.8743071697725027,1,0,0,2,0
0,2,0,-0.1814872444684187,0,0,-0.12293496395240078,0,0,1,0,1
0,3,0,-0.10463740114712752,0,0,-0.5504806338720254,0,1,0,0,1
1,3,0,-0.5657364610748746,0,0,-0.5646970191586081,1,0,0,0,1
1,3,1,-0.5657364610748746,0,0,-0.551755920337654,0,0,1,0,1
0,1,0,2.5082572717767726,0,0,-0.10999386513144661,0,0,1,0,1
1,1,1,1.432359465278696,1,0,0.1970631159839199,1,0,0,1,0
0,1,0,-0.10463740114712752,0,0,4.618801290398115,1,0,0,0,1
1,1,1,0.7407108753870755,1,1,1.139410402855217,0,0,1,2,0
1,3,1,0.5101613454232019,1,0,-0.3252866909709565,0,0,1,1,0
0,3,0,-0.10463740114712752,0,0,-0.5523441521022427,0,1,0,0,1
0,3,0,0.8175607187083667,0,0,-0.5489135844511608,0,0,1,0,1
0,2,0,-0.10463740114712752,0,0,-0.4170508462468131,0,0,1,0,1
0,3,0,-0.10463740114712752,0,0,-0.5452853709271769,0,0,1,0,1
0,3,1,-0.10463740114712752,0,0,-0.5452853709271769,0,0,1,0,1
0,3,0,-0.41203677443229225,2,0,-0.16646411453197382,0,0,1,2,0
0,3,0,-0.7962859910387481,0,0,-0.5489135844511608,0,0,1,0,1
0,3,1,-0.027787557825836348,0,4,-0.23881662157639924,0,0,1,4,0
0,3,0,-0.10463740114712752,0,0,-0.5645981962221572,1,0,0,0,1
1,3,0,0.20276197213803718,0,0,-0.5498924021074366,0,0,1,0,1
1,2,0,2.5082572717767726,0,0,-0.4876386579974721,0,0,1,0,1
1,1,1,1.816608681885152,2,0,0.47657202710006247,0,0,1,2,0
1,1,0,0.5101613454232019,0,0,-0.113817371601274,0,0,1,0,1
1,3,1,-0.10463740114712752,0,0,-0.5523441521022427,0,1,0,0,1
0,3,0,-1.0268355210026217,0,0,-0.5452853709271769,0,0,1,0,1
0,3,0,-0.7962859910387481,0,0,-0.3935215756632601,0,0,1,0,1
1,2,1,0.35646165878061953,0,0,-0.4288154815385896,0,0,1,0,1
1,1,1,0.7407108753870755,1,0,0.5805902264958336,0,0,1,1,0
0,3,1,-0.10463740114712752,1,0,-0.39450274624659437,1,0,0,1,0
1,3,0,0.20276197213803718,0,0,-0.548226529750121,0,0,1,0,1
1,2,1,-0.33518693111100106,1,1,-0.02881788161818882,0,0,1,2,0
1,1,1,0.7407108753870755,1,1,1.8743071697725027,1,0,0,2,0
0,2,0,1.893458525206443,0,0,-0.12293496395240078,0,0,1,0,1
0,1,0,0.5101613454232019,0,0,0.2094159830402852,1,0,0,0,1
0,3,0,-0.10463740114712752,0,0,-0.529697229165573,1,0,0,0,1
1,1,1,-0.8731358343600393,0,2,1.139410402855217,0,0,1,2,0
0,2,0,1.3555096219574048,0,0,-0.3817569403714836,0,0,1,0,1
1,1,0,2.3545575851341902,1,1,1.1288222310926181,1,0,0,2,0
0,3,0,-0.5657364610748746,0,0,-0.5452853709271769,0,0,1,0,1
0,3,0,-0.10463740114712752,0,0,-0.5452853709271769,0,0,1,0,1
0,3,0,0.4333115021019107,0,0,-0.5670499462169634,0,0,1,0,1
1,1,1,1.7397588385638607,1,0,1.106862362856988,1,0,0,1,0
0,3,0,1.3555096219574048,0,0,-0.5641087873940193,0,0,1,0,1
0,3,1,-0.10463740114712752,0,2,-0.5523441521022427,0,1,0,2,0
0,2,0,0.5870111887444931,1,0,-0.12293496395240078,0,0,1,1,0
0,3,0,0.5101613454232019,1,1,-0.16646411453197382,0,0,1,2,0
1,2,1,-0.10463740114712752,0,0,0.04176993013247014,0,0,1,0,1
0,3,0,1.5092093085999871,0,0,-0.7346959991247785,0,0,1,0,1
0,3,0,-0.10463740114712752,0,0,-0.5646970191586081,1,0,0,0,1
1,1,0,1.5092093085999871,1,0,0.6048065517804263,1,0,0,1,0
1,2,1,-0.41203677443229225,2,1,-0.09940569336884779,0,0,1,3,0
0,3,0,-0.10463740114712752,0,0,-0.5489135844511608,0,0,1,0,1
0,1,0,-0.10463740114712752,0,0,0.2629450736178682,0,0,1,0,1
0,3,0,1.1249600919935314,0,0,-0.5452853709271769,0,0,1,0,1
1,1,0,0.4333115021019107,0,0,-0.10999386513144661,1,0,0,0,1
0,3,0,0.5101613454232019,1,0,-0.3688158415505295,0,0,1,1,0
0,3,0,0.04906228549545483,0,0,-0.5489135844511608,0,0,1,0,1
1,1,0,-0.1814872444684187,0,0,-0.017053246326412325,0,0,1,0,1
1,2,1,-0.5657364610748746,1,2,0.24363224832288793,1,0,0,3,0
1,1,1,0.8175607187083667,0,0,2.876164687803722,0,0,1,0,1
0,3,1,0.7407108753870755,1,5,0.0011819383758412065,0,0,1,6,0
0,3,0,-0.10463740114712752,0,0,-0.5688146415107299,0,0,1,0,1
1,3,1,-0.10463740114712752,1,0,-0.36999230507970715,0,1,0,1,0
0,3,0,-0.10463740114712752,0,0,-0.5523441521022427,0,1,0,0,1
0,3,0,0.4333115021019107,0,0,-0.5452853709271769,0,0,1,0,1
1,2,1,-0.41203677443229225,1,2,0.7947065888061656,0,0,1,3,0
0,3,0,0.35646165878061953,1,1,-0.3958745027216154,0,0,1,2,0
0,3,1,-0.2583370877897099,1,0,-0.3558747427295753,0,0,1,1,0
1,2,1,-1.949033640858116,2,1,0.18294555363378806,0,0,1,3,0
0,2,0,-0.2583370877897099,0,0,-0.4876386579974721,0,0,1,0,1
0,3,0,-0.1814872444684187,1,0,-0.3945992162559869,1,0,0,1,0
1,1,0,0.9712604053509489,1,0,0.501865992977382,0,0,1,1,0
1,3,0,-0.719436147717457,1,1,-0.36430528037966237,1,0,0,2,0
0,3,0,-0.6425863043961658,0,0,-0.5498924021074366,0,0,1,0,1
0,3,0,-0.6425863043961658,0,0,-0.3558747427295753,0,0,1,0,1
0,1,0,2.4314074284554814,0,0,0.025788849552120918,0,0,1,0,1
0,2,0,2.1240080551703167,0,0,-0.4441095074178991,0,1,0,0,1
1,1,1,-0.6425863043961658,0,0,1.0996059358090202,0,0,1,0,1
0,3,0,-0.2583370877897099,0,0,-0.5489135844511608,0,0,1,0,1
0,3,0,-0.10463740114712752,0,0,-0.5527370909209881,0,1,0,0,1
1,1,0,3.8915544515600136,0,0,-0.02881788161818882,0,0,1,0,1
0,3,0,1.6629089952425695,0,0,-0.568715818574279,0,0,1,0,1
1,1,0,0.20276197213803718,0,0,-0.017053246326412325,1,0,0,0,1
0,1,0,-0.10463740114712752,0,0,-0.7346959991247785,0,0,1,0,1
0,3,1,-1.56478442425166,3,2,-0.07822934984365013,0,0,1,5,0
1,2,1,-0.10463740114712752,0,0,-0.4288154815385896,0,0,1,0,1
0,3,0,0.20276197213803718,0,0,-0.548226529750121,0,0,1,0,1
0,2,0,0.12591212881674602,1,1,-0.11705264630651252,0,0,1,2,0
0,3,1,0.8944105620296577,0,5,0.19912192715998075,0,0,1,5,0
0,3,0,-0.10463740114712752,1,0,-0.3558747427295753,0,0,1,1,0
0,3,0,-0.719436147717457,0,0,-0.5498924021074366,0,0,1,0,1
1,1,1,-0.41203677443229225,0,0,0.8958824523154435,1,0,0,0,1
0,3,1,-2.1027333275006983,3,2,-0.07822934984365013,0,0,1,5,0
1,3,0,-0.10463740114712752,0,0,0.5946089659095145,0,0,1,0,1
1,3,1,-2.1987956316523123,2,1,-0.28156224744554,1,0,0,3,0
1,1,0,1.432359465278696,1,0,1.0706861093347755,1,0,0,1,0
0,3,0,-0.7962859910387481,0,0,-0.5489135844511608,0,0,1,0,1
1,1,0,2.0471582118490255,0,0,0.10059310659135261,1,0,0,0,1
0,3,0,-0.10463740114712752,0,0,-0.5570500062189534,0,0,1,0,1
1,3,1,-0.48888661775358344,0,0,-0.5570500062189534,0,0,1,0,1
0,3,0,-0.10463740114712752,0,0,-0.5489135844511608,0,0,1,0,1
1,2,1,-0.8731358343600393,0,1,-0.19352277570305973,0,0,1,1,0
0,3,0,-0.6425863043961658,0,0,-0.536266601512501,0,0,1,0,1
1,3,1,-0.10463740114712752,0,0,-0.5504806338720254,0,1,0,0,1
0,3,1,-0.8731358343600393,0,0,-0.5758734226857958,0,1,0,0,1
0,2,0,-0.41203677443229225,2,0,0.994705388766366,0,0,1,2,0
0,3,0,-0.10463740114712752,0,0,-0.5489135844511608,0,0,1,0,1
0,3,1,0.20276197213803718,1,1,-0.36999230507970715,0,1,0,2,0
0,2,0,-0.48888661775358344,0,0,-0.4288154815385896,0,0,1,0,1
0,1,0,2.200857898491608,0,2,1.9305821262271863,1,0,0,2,0
1,1,0,1.5860591519212783,2,0,2.4099910143670784,0,0,1,2,0
0,3,0,0.8175607187083667,0,0,-0.5646970191586081,1,0,0,0,1
0,1,0,1.3555096219574048,0,0,-0.1326407880681164,0,0,1,0,1
0,3,0,0.5101613454232019,0,0,-0.558325292684582,0,0,1,0,1
1,3,0,-0.719436147717457,1,0,-0.548226529750121,0,0,1,1,0
0,2,0,0.20276197213803718,2,0,0.994705388766366,0,0,1,2,0
0,2,0,-0.33518693111100106,0,0,-0.4288154815385896,0,0,1,0,1
0,3,0,-0.10463740114712752,0,0,-0.551755920337654,0,0,1,0,1
0,3,0,1.0481102486722402,0,0,-0.5452853709271769,0,0,1,0,1
1,1,1,-0.10463740114712752,1,0,0.4888260712199769,0,0,1,1,0
1,2,1,0.8175607187083667,1,1,0.18294555363378806,0,0,1,2,0
0,1,0,0.12591212881674602,1,0,0.4888260712199769,0,0,1,1,0
0,2,0,3.123056018347102,0,0,-0.4876386579974721,0,0,1,0,1
1,2,0,0.12591212881674602,0,0,-0.4288154815385896,0,0,1,0,1
0,2,0,-0.10463740114712752,0,0,-0.7346959991247785,0,0,1,0,1
0,3,0,-0.8731358343600393,0,0,-0.551755920337654,0,0,1,0,1
0,3,0,-0.37361185277164666,0,0,-0.5452853709271769,0,0,1,0,1
1,3,1,-0.8731358343600393,0,0,-0.503127976822625,0,0,1,0,1
0,3,1,1.0481102486722402,1,6,0.36882679124385664,0,0,1,7,0
1,1,0,0.5101613454232019,0,1,5.124238728242953,1,0,0,1,0
0,3,1,-0.10463740114712752,0,0,-0.543226559751116,0,1,0,0,1
1,1,0,-0.1814872444684187,0,0,1.0706861093347755,1,0,0,0,1
0,3,0,-0.719436147717457,0,0,-0.5176384779915022,0,0,1,0,1
0,3,0,-1.180535207645204,5,2,0.36882679124385664,0,0,1,7,0
0,2,0,2.3545575851341902,1,1,0.18294555363378806,0,0,1,2,0
0,2,0,-0.33518693111100106,1,2,0.24363224832288793,1,0,0,3,0
0,3,0,-1.180535207645204,4,1,0.19912192715998075,0,0,1,5,0
0,3,0,-0.7962859910387481,0,0,-0.49538449387357775,0,0,1,0,1
0,3,0,-0.8731358343600393,0,0,-0.5512665115095161,0,0,1,0,1
1,1,1,-1.1036853643239128,0,1,4.237921222826851,0,0,1,1,0
1,1,0,0.12591212881674602,1,0,0.6064724241377418,0,0,1,1,0
1,3,1,-1.949033640858116,0,1,-0.419010834486423,1,0,0,1,0
1,3,0,-0.10463740114712752,0,0,0.5946089659095145,0,0,1,0,1
0,3,0,-0.33518693111100106,0,0,-0.5646970191586081,1,0,0,0,1
0,1,0,2.3545575851341902,0,0,-0.10999386513144661,0,0,1,0,1
0,2,0,1.7397588385638607,0,0,-0.4170508462468131,0,0,1,0,1
0,3,0,1.1249600919935314,0,0,-0.5452853709271769,0,0,1,0,1
1,3,1,-0.10463740114712752,0,0,-0.5527370909209881,0,1,0,0,1
0,1,0,1.5092093085999871,1,1,1.8743071697725027,1,0,0,2,0
0,3,0,0.9712604053509489,0,0,-0.5546970791605981,0,0,1,0,1
1,1,1,-0.8731358343600393,1,0,4.618801290398115,1,0,0,1,0
1,1,0,0.4333115021019107,0,0,-0.11617029865962926,0,0,1,0,1
0,3,1,-0.8731358343600393,0,1,-0.3945992162559869,1,0,0,1,0
0,3,0,-0.33518693111100106,0,0,-0.5525394450480864,0,1,0,0,1
0,3,0,-0.2583370877897099,1,0,-0.5498924021074366,0,0,1,1,0
0,2,0,0.7407108753870755,0,0,-0.12293496395240078,0,0,1,0,1
1,2,1,1.2018099353148226,0,0,-0.4170508462468131,0,0,1,0,1
1,1,0,0.9712604053509489,0,0,-0.11617029865962926,0,0,1,0,1
1,1,1,-0.5657364610748746,0,0,2.831164957812677,0,0,1,0,1
